country_iso3,country,who_region,income_label,gco2022_selected_cases_2022,gco2022_selected_cases_2050,gco2022_selected_growth_2022_2050,gco2022_growth_percentile,gco2022_mv_per_1000_selected_cases_2050,selected_site_cases_2024,selected_site_cases_2050,selected_site_relative_case_growth_2050,gco2024_growth_percentile_common,mv_units_per_1000_selected_site_cases_2050,gco2022_screen_positive,current_screen_positive,burden_version_transition
LBN,Lebanon,EMRO,Upper middle income,6590.0,8222.0,0.24764795144157814,20.13422818791946,1.9459985405010947,9637.0,15720.0,0.6312130331015876,45.63758389261745,1.0178117048346056,False,False,Not screen-positive in either version
LBY,Libya,EMRO,Upper middle income,4032.0,9589.0,1.3782242063492063,75.83892617449665,1.1471477734904578,3975.0,9464.0,1.380880503144654,83.89261744966443,1.162299239222316,False,False,Not screen-positive in either version
LKA,Sri Lanka,SEARO,Lower middle income,17519.0,25978.0,0.4828471944745705,32.21476510067114,1.1163292016321502,22311.0,32834.0,0.4716507552328448,36.241610738255034,0.8832307973442164,False,False,Not screen-positive in either version
LTU,Lithuania,EURO,High income,9181.0,9074.0,-0.011654503866681189,4.697986577181208,1.763279700242451,9019.0,9493.0,0.0525557157112761,8.724832214765101,1.685452438638997,False,False,Not screen-positive in either version
LUX,Luxembourg,EURO,High income,1682.0,3219.0,0.9137931034482759,55.70469798657718,1.2426219322771046,1538.0,2638.0,0.7152145643693107,51.006711409395976,1.516300227445034,False,False,Not screen-positive in either version
LVA,Latvia,EURO,High income,5830.0,5650.0,-0.030874785591766724,4.026845637583892,2.6548672566371683,5893.0,5951.0,0.0098421856439843,6.0402684563758395,2.520584775667955,False,False,Not screen-positive in either version
MAR,Morocco,EMRO,Lower middle income,37233.0,65271.0,0.753041656594956,48.99328859060403,1.3941873113633927,27802.0,46953.0,0.6888353355873679,48.99328859060403,1.9381083210870444,False,False,Not screen-positive in either version
MDA,Republic of Moldova,EURO,Upper middle income,6971.0,6096.0,-0.12552001147611533,0.6711409395973155,0.8202099737532809,5855.0,5229.0,-0.1069171648163962,2.013422818791946,0.956205775482884,False,False,Not screen-positive in either version
MEX,Mexico,PAHO,Upper middle income,93835.0,180720.0,0.9259338200031971,57.71812080536913,1.1952191235059761,96035.0,168390.0,0.7534232311136565,53.691275167785236,1.282736504543025,False,False,Not screen-positive in either version
MKD,North Macedonia,EURO,Upper middle income,4243.0,5546.0,0.30709403723780343,25.503355704697988,0.7212405337179949,4317.0,4639.0,0.0745888348390085,10.738255033557047,0.8622547962923044,False,False,Not screen-positive in either version
